order_id,order_date,store_id,product_id,product_name,category,quantity,unit_price,region
ORD-00042,2026-03-02,ST-008,SKU-HM-002,LED Desk Lamp,Home,1,11.99,East
ORD-00842,2026-03-29,ST-017,SKU-GR-005,Dark Chocolate Bar,Grocery,5,1.79,North
ORD-03265,2026-06-25,ST-011,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,West
ORD-01268,2026-04-14,ST-013,SKU-HM-004,Non-stick Pan 24cm,Home,2,9.99,East
ORD-02445,2026-05-26,ST-020,SKU-HM-005,Storage Basket Set,Home,1,6.99,Central
ORD-00511,2026-03-18,ST-019,SKU-AP-004,Wool Socks 3-pack,Apparel,4,3.49,Central
ORD-02357,2026-05-23,ST-016,SKU-AP-004,Wool Socks 3-pack,Apparel,4,3.49,Central
ORD-03557,2026-07-06,ST-006,SKU-ST-003,Desk Organizer,Stationery,4,5.99,East
ORD-04045,2026-07-21,ST-004,SKU-TY-005,Remote Control Car,Toys,4,16.99,Central
ORD-03753,2026-07-12,ST-011,SKU-HM-001,Ceramic Mug Set,Home,1,5.99,North
ORD-03391,2026-06-30,ST-023,SKU-HM-003,Cotton Bedsheet Set,Home,4,14.99,Central
ORD-04814,2026-08-18,ST-005,SKU-TY-004,Board Game Family Pack,Toys,4,14.99,East
ORD-02428,2026-05-25,ST-001,SKU-EL-002,USB-C Charger 30W,Electronics,1,8.99,North
ORD-00335,2026-03-12,ST-001,SKU-BE-002,Sunscreen SPF 50,Beauty,4,5.49,South
ORD-03445,2026-07-02,ST-023,SKU-ST-002,Gel Pen Pack of 10,Stationery,1,1.49,Central
ORD-02800,2026-06-09,ST-024,SKU-BE-002,Sunscreen SPF 50,Beauty,2,5.49,West
ORD-03516,2026-07-04,ST-009,SKU-EL-001,Wireless Earbuds,Electronics,4,18.49,West
ORD-04058,2026-07-22,ST-013,SKU-HM-003,Cotton Bedsheet Set,Home,2,14.99,North
ORD-01099,2026-04-07,ST-021,SKU-EL-004,Power Bank 10000mAh,Electronics,1,12.99,East
ORD-02509,2026-05-29,ST-012,SKU-AP-004,Wool Socks 3-pack,Apparel,1,3.49,West
ORD-03967,2026-07-19,ST-013,SKU-HM-004,Non-stick Pan 24cm,Home,4,9.99,West
ORD-00105,2026-03-04,ST-009,SKU-ST-003,Desk Organizer,Stationery,4,5.99,Central
ORD-02458,2026-05-27,ST-008,SKU-TY-004,Board Game Family Pack,Toys,1,14.99,South
ORD-04599,2026-08-11,ST-007,SKU-EL-004,Power Bank 10000mAh,Electronics,3,12.99,West
ORD-00664,2026-03-23,ST-014,SKU-EL-004,Power Bank 10000mAh,Electronics,4,12.99,South
ORD-01760,2026-05-02,ST-010,SKU-BE-005,Lip Balm Pack of 3,Beauty,,1.49,West
ORD-01706,2026-04-29,ST-009,SKU-EL-004,Power Bank 10000mAh,Electronics,4,12.99,Central
ORD-02282,2026-05-21,ST-008,SKU-TY-004,Board Game Family Pack,Toys,1,14.99,East
ORD-02942,2026-06-14,ST-024,SKU-TY-001,Wooden Puzzle Set,Toys,3,7.99,South
ORD-00150,2026-03-06,ST-024,SKU-ST-001,Notebook A5 Ruled,Stationery,2,1.29,South
ORD-02849,2026-06-10,ST-019,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,East
ORD-01218,2026-04-12,ST-023,SKU-EL-002,USB-C Charger 30W,Electronics,4,8.99,Central
ORD-01918,2026-05-07,ST-024,SKU-BE-003,Shampoo 400ml,Beauty,5,3.49,West
ORD-01998,2026-05-10,ST-019,SKU-HM-001,Ceramic Mug Set,Home,2,5.99,South
ORD-00328,2026-03-12,ST-020,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,South
ORD-03208,2026-06-23,ST-020,SKU-HM-001,Ceramic Mug Set,Home,1,5.99,West
ORD-02700,2026-06-05,ST-009,SKU-HM-005,Storage Basket Set,Home,1,6.99,South
ORD-03002,2026-06-16,ST-009,SKU-EL-005,Smartwatch Band,Electronics,1,7.99,East
ORD-04566,2026-08-10,ST-001,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,Central
ORD-02009,2026-05-10,ST-016,SKU-GR-002,Green Tea Box 25pk,Grocery,1,2.49,West
ORD-05057,2026-08-26,ST-003,SKU-BE-002,Sunscreen SPF 50,Beauty,1,5.49,South
ORD-03228,2026-06-24,ST-007,SKU-TY-003,Plush Bear Medium,Toys,1,6.49,West
ORD-04621,2026-08-11,ST-007,SKU-HM-003,Cotton Bedsheet Set,Home,1,14.99,North
ORD-02574,2026-06-01,ST-006,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,5,8.99,West
ORD-02406,2026-05-25,ST-018,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,East
ORD-03148,2026-06-21,ST-010,SKU-HM-005,Storage Basket Set,Home,1,6.99,Central
ORD-03670,2026-07-09,ST-008,SKU-TY-001,Wooden Puzzle Set,Toys,1,7.99,South
ORD-00604,2026-03-21,ST-017,SKU-HM-002,LED Desk Lamp,Home,4,11.99,Central
ORD-04510,2026-08-08,ST-002,SKU-ST-001,Notebook A5 Ruled,Stationery,3,1.29,East
ORD-01031,2026-04-05,ST-009,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,Central
ORD-03491,2026-07-03,ST-018,SKU-GR-001,Organic Almonds 500g,Grocery,5,6.49,East
ORD-04066,2026-07-22,ST-015,SKU-AP-003,Denim Jacket,Apparel,1,23.99,East
ORD-05031,2026-08-25,ST-003,SKU-EL-003,Bluetooth Speaker,Electronics,2,24.99,West
ORD-04882,2026-08-20,ST-024,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,Central
ORD-01473,2026-04-21,ST-009,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,Central
ORD-04918,2026-08-21,ST-004,SKU-HM-004,Non-stick Pan 24cm,Home,1,9.99,North
ORD-01387,2026-04-18,ST-016,SKU-BE-003,Shampoo 400ml,Beauty,4,3.49,West
ORD-04884,2026-08-20,ST-018,SKU-HM-004,Non-stick Pan 24cm,Home,3,9.99,South
ORD-02683,2026-06-05,ST-019,SKU-BE-004,,Beauty,1,1.99,North
ORD-02149,2026-05-16,ST-009,SKU-GR-002,Green Tea Box 25pk,Grocery,1,2.49,East
ORD-03410,2026-07-01,ST-012,SKU-GR-001,Organic Almonds 500g,Grocery,2,6.49,East
ORD-00233,2026-03-09,ST-016,SKU-GR-005,Dark Chocolate Bar,Grocery,5,1.79,Central
ORD-03053,2026-06-18,ST-012,SKU-TY-003,Plush Bear Medium,Toys,2,6.49,West
ORD-02417,2026-05-25,ST-016,SKU-EL-004,Power Bank 10000mAh,Electronics,1,12.99,North
ORD-01345,2026-04-17,ST-012,SKU-AP-001,Cotton T-Shirt,Apparel,1,4.99,West
ORD-03046,2026-06-17,ST-020,SKU-EL-003,Bluetooth Speaker,Electronics,2,24.99,West
ORD-00114,2026-03-04,ST-021,SKU-HM-005,Storage Basket Set,Home,1,6.99,West
ORD-03910,2026-07-17,ST-014,SKU-BE-001,Aloe Vera Gel 200ml,Beauty,2,2.49,East
ORD-01424,2026-04-20,ST-014,SKU-TY-005,Remote Control Car,Toys,4,16.99,East
ORD-00477,2026-03-17,ST-014,SKU-BE-003,Shampoo 400ml,Beauty,5,3.49,West
ORD-03108,2026-06-20,ST-017,SKU-TY-002,Building Blocks 100pc,Toys,3,12.99,South
ORD-02234,2026-05-19,ST-024,SKU-BE-004,Hand Cream 100ml,Beauty,1,1.99,West
ORD-04637,2026-08-12,ST-008,SKU-AP-005,Rain Jacket,Apparel,2,18.99,North
ORD-02857,2026-06-11,ST-007,SKU-AP-003,Denim Jacket,Apparel,5,23.99,East
ORD-04047,2026-07-21,ST-009,SKU-EL-003,Bluetooth Speaker,Electronics,5,24.99,South
ORD-04657,2026-08-13,ST-016,SKU-AP-002,Running Shoes,Apparel,1,29.99,West
ORD-02325,2026-05-22,ST-009,SKU-EL-003,Bluetooth Speaker,Electronics,5,24.99,South
ORD-03744,2026-07-12,ST-006,SKU-EL-004,Power Bank 10000mAh,Electronics,2,12.99,South
ORD-02438,2026-05-26,ST-024,SKU-TY-003,Plush Bear Medium,Toys,4,6.49,South
ORD-02585,2026-06-01,ST-009,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,North
ORD-01002,2026-04-04,ST-015,SKU-TY-001,Wooden Puzzle Set,Toys,5,7.99,West
ORD-00815,2026-03-29,ST-016,SKU-TY-003,Plush Bear Medium,Toys,2,6.49,Central
ORD-00369,2026-03-13,ST-006,SKU-EL-001,Wireless Earbuds,Electronics,1,18.49,South
ORD-01762,2026-05-02,ST-010,SKU-AP-001,Cotton T-Shirt,Apparel,4,4.99,North
ORD-02018,2026-05-10,ST-004,SKU-AP-005,Rain Jacket,Apparel,4,18.99,North
ORD-04715,2026-08-15,ST-022,SKU-ST-001,Notebook A5 Ruled,Stationery,3,1.29,North
ORD-01468,2026-04-21,ST-003,SKU-TY-003,Plush Bear Medium,Toys,1,6.49,West
ORD-01288,2026-04-14,ST-006,SKU-HM-004,Non-stick Pan 24cm,Home,3,9.99,East
ORD-01145,2026-04-09,ST-013,SKU-HM-002,LED Desk Lamp,Home,1,11.99,South
ORD-03776,2026-07-13,ST-007,SKU-BE-005,Lip Balm Pack of 3,Beauty,1,1.49,South
ORD-04904,2026-08-21,ST-024,SKU-GR-002,Green Tea Box 25pk,Grocery,4,2.49,Central
ORD-02256,2026-05-20,ST-009,SKU-GR-002,Green Tea Box 25pk,Grocery,1,2.49,West
ORD-01241,2026-04-13,ST-009,SKU-EL-002,USB-C Charger 30W,Electronics,3,8.99,South
ORD-00055,2026-03-02,ST-011,SKU-HM-004,Non-stick Pan 24cm,Home,1,9.99,Central
ORD-01980,2026-05-09,ST-024,SKU-TY-004,Board Game Family Pack,Toys,4,14.99,Central
ORD-01272,2026-04-14,ST-015,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,North
ORD-01294,2026-04-15,ST-018,SKU-EL-005,Smartwatch Band,Electronics,5,7.99,East
ORD-01916,2026-05-07,ST-007,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,3,1.99,West
ORD-02216,2026-05-19,ST-006,SKU-BE-005,Lip Balm Pack of 3,Beauty,4,1.49,East
ORD-01555,2026-04-24,ST-001,SKU-AP-005,Rain Jacket,Apparel,2,18.99,West
ORD-04555,2026-08-09,ST-014,SKU-BE-005,Lip Balm Pack of 3,Beauty,2,1.49,Central
ORD-03325,2026-06-27,ST-004,SKU-AP-003,Denim Jacket,Apparel,1,23.99,North
ORD-00339,2026-03-12,ST-006,SKU-TY-005,,Toys,2,16.99,North
ORD-00285,2026-03-10,ST-022,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,East
ORD-04601,2026-08-11,ST-014,SKU-BE-003,Shampoo 400ml,Beauty,1,3.49,Central
ORD-01181,2026-04-10,ST-001,SKU-GR-001,,Grocery,2,6.49,Central
ORD-01454,2026-04-21,ST-005,SKU-EL-001,Wireless Earbuds,Electronics,1,18.49,North
ORD-02614,2026-06-02,ST-009,SKU-ST-003,Desk Organizer,Stationery,1,5.99,South
ORD-04611,2026-08-11,ST-011,SKU-AP-002,Running Shoes,Apparel,4,29.99,South
ORD-01856,2026-05-05,ST-018,SKU-EL-001,Wireless Earbuds,Electronics,1,18.49,West
ORD-00229,2026-03-08,ST-014,SKU-GR-001,Organic Almonds 500g,Grocery,4,6.49,Central
ORD-02112,2026-05-14,ST-019,SKU-BE-002,Sunscreen SPF 50,Beauty,1,5.49,West
ORD-01300,2026-04-15,ST-012,SKU-HM-004,Non-stick Pan 24cm,Home,2,9.99,West
ORD-02923,2026-06-13,ST-018,SKU-EL-002,USB-C Charger 30W,Electronics,2,8.99,East
ORD-03189,2026-06-22,ST-010,SKU-GR-005,Dark Chocolate Bar,Grocery,4,1.79,East
ORD-01885,2026-05-06,ST-022,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,2,1.99,South
ORD-02620,2026-06-02,ST-016,SKU-BE-004,Hand Cream 100ml,Beauty,1,1.99,North
ORD-02881,2026-06-12,ST-001,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,Central
ORD-03346,2026-06-28,ST-001,SKU-HM-002,LED Desk Lamp,Home,2,11.99,Central
ORD-00031,2026-03-01,ST-005,SKU-EL-004,Power Bank 10000mAh,Electronics,5,12.99,South
ORD-01071,2026-04-06,ST-020,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,2,8.99,South
ORD-01766,2026-05-02,ST-020,SKU-AP-004,Wool Socks 3-pack,Apparel,3,3.49,West
ORD-00659,2026-03-23,ST-011,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,North
ORD-01569,2026-04-25,ST-008,SKU-EL-005,Smartwatch Band,Electronics,,7.99,West
ORD-01467,2026-04-21,ST-021,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,East
ORD-01232,2026-04-12,ST-003,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,1,1.99,Central
ORD-02352,2026-05-23,ST-022,SKU-EL-001,Wireless Earbuds,Electronics,5,18.49,East
ORD-01410,2026-04-19,ST-023,SKU-EL-003,Bluetooth Speaker,Electronics,1,24.99,North
ORD-04795,2026-08-17,ST-014,SKU-BE-002,Sunscreen SPF 50,Beauty,2,5.49,South
ORD-04687,2026-08-14,ST-018,SKU-ST-001,Notebook A5 Ruled,Stationery,4,1.29,East
ORD-02063,2026-05-12,ST-023,SKU-EL-005,Smartwatch Band,Electronics,5,7.99,East
ORD-01325,2026-04-16,ST-023,SKU-EL-003,Bluetooth Speaker,Electronics,4,24.99,West
ORD-00850,2026-03-30,ST-001,SKU-GR-002,Green Tea Box 25pk,Grocery,1,2.49,Central
ORD-04178,2026-07-26,ST-012,SKU-AP-004,Wool Socks 3-pack,Apparel,1,3.49,North
ORD-04040,2026-07-21,ST-007,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,West
ORD-04841,2026-08-19,ST-010,SKU-BE-005,Lip Balm Pack of 3,Beauty,1,1.49,North
ORD-01132,2026-04-09,ST-021,SKU-TY-003,Plush Bear Medium,Toys,2,6.49,East
ORD-03991,2026-07-20,ST-001,SKU-TY-003,Plush Bear Medium,Toys,5,6.49,West
ORD-01007,2026-04-04,ST-013,SKU-TY-004,Board Game Family Pack,Toys,2,14.99,North
ORD-02048,2026-05-12,ST-011,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,West
ORD-01583,2026-04-26,ST-019,SKU-ST-002,Gel Pen Pack of 10,Stationery,1,1.49,South
ORD-04768,2026-08-16,ST-008,SKU-EL-001,Wireless Earbuds,Electronics,3,18.49,North
ORD-03017,2026-06-17,ST-012,SKU-TY-004,Board Game Family Pack,Toys,2,14.99,East
ORD-01765,2026-05-02,ST-010,SKU-AP-005,Rain Jacket,Apparel,5,18.99,South
ORD-03157,2026-06-21,ST-023,SKU-BE-005,Lip Balm Pack of 3,Beauty,2,1.49,Central
ORD-04026,2026-07-21,ST-007,SKU-BE-004,Hand Cream 100ml,Beauty,1,1.99,West
ORD-03874,2026-07-16,ST-003,SKU-HM-005,Storage Basket Set,Home,4,6.99,South
ORD-00327,2026-03-12,ST-006,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,4,1.99,South
ORD-01898,2026-05-06,ST-017,SKU-AP-002,Running Shoes,Apparel,1,29.99,Central
ORD-04631,2026-08-12,ST-005,SKU-GR-002,Green Tea Box 25pk,Grocery,,2.49,North
ORD-00642,2026-03-23,ST-005,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,Central
ORD-02389,2026-05-24,ST-013,SKU-GR-005,Dark Chocolate Bar,Grocery,4,1.79,North
ORD-00875,2026-03-31,ST-019,SKU-TY-003,Plush Bear Medium,Toys,5,6.49,East
ORD-02746,2026-06-07,ST-018,SKU-EL-005,Smartwatch Band,Electronics,1,7.99,Central
ORD-03397,2026-06-30,ST-008,SKU-AP-005,Rain Jacket,Apparel,2,18.99,East
ORD-03696,2026-07-11,ST-011,SKU-BE-002,Sunscreen SPF 50,Beauty,1,5.49,Central
ORD-03645,2026-07-08,ST-017,SKU-TY-003,Plush Bear Medium,Toys,5,6.49,West
ORD-03358,2026-06-28,ST-017,SKU-AP-001,Cotton T-Shirt,Apparel,5,4.99,South
ORD-03915,2026-07-17,ST-022,SKU-HM-004,Non-stick Pan 24cm,Home,3,9.99,Central
ORD-00287,2026-03-10,ST-004,SKU-ST-002,Gel Pen Pack of 10,Stationery,1,1.49,East
ORD-02815,2026-06-09,ST-009,SKU-ST-003,Desk Organizer,Stationery,1,5.99,North
ORD-02760,2026-06-07,ST-024,SKU-GR-005,Dark Chocolate Bar,Grocery,1,,East
ORD-01974,2026-05-09,ST-022,SKU-AP-004,Wool Socks 3-pack,Apparel,2,3.49,Central
ORD-02158,2026-05-16,ST-011,SKU-BE-005,Lip Balm Pack of 3,Beauty,1,1.49,Central
ORD-04925,2026-08-22,ST-007,SKU-EL-004,Power Bank 10000mAh,Electronics,2,12.99,Central
ORD-02788,2026-06-08,ST-015,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,3,8.99,East
ORD-01215,2026-04-12,ST-003,SKU-TY-004,Board Game Family Pack,Toys,2,14.99,Central
ORD-02980,2026-06-15,ST-014,SKU-TY-001,Wooden Puzzle Set,Toys,2,7.99,West
ORD-03150,2026-06-21,ST-007,SKU-AP-004,Wool Socks 3-pack,Apparel,5,3.49,Central
ORD-03639,2026-07-08,ST-003,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,3,8.99,North
ORD-02360,2026-05-23,ST-011,SKU-AP-004,Wool Socks 3-pack,Apparel,2,3.49,East
ORD-02290,2026-05-21,ST-016,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,West
ORD-02605,2026/06/02,ST-007,SKU-BE-005,Lip Balm Pack of 3,Beauty,1,1.49,West
ORD-02804,2026-06-09,ST-010,SKU-HM-004,Non-stick Pan 24cm,Home,5,9.99,West
ORD-04482,2026-08-07,ST-005,SKU-BE-005,Lip Balm Pack of 3,Beauty,2,1.49,North
ORD-04708,2026-08-14,ST-016,SKU-AP-002,Running Shoes,Apparel,1,29.99,Central
ORD-02226,2026-05-19,ST-016,SKU-EL-005,Smartwatch Band,Electronics,2,7.99,West
ORD-01401,2026-04-19,ST-021,SKU-ST-001,Notebook A5 Ruled,Stationery,2,1.29,West
ORD-02780,2026-06-08,ST-011,SKU-AP-004,Wool Socks 3-pack,Apparel,4,3.49,Central
ORD-01205,2026-04-11,ST-009,SKU-AP-005,Rain Jacket,Apparel,5,18.99,South
ORD-02064,2026-05-12,ST-003,SKU-TY-005,Remote Control Car,Toys,4,16.99,Central
ORD-01806,2026-05-03,ST-013,SKU-ST-004,Sticky Notes Set,Stationery,1,0.99,South
ORD-02830,2026-06-10,ST-022,SKU-HM-002,LED Desk Lamp,Home,1,11.99,Central
ORD-04995,2026-08-24,ST-003,SKU-TY-004,Board Game Family Pack,Toys,1,14.99,North
ORD-03196,2026-06-23,ST-007,SKU-BE-003,Shampoo 400ml,Beauty,2,3.49,West
ORD-02090,2026-05-13,ST-001,SKU-AP-004,Wool Socks 3-pack,Apparel,1,3.49,East
ORD-03723,2026-07-11,ST-002,SKU-BE-003,Shampoo 400ml,Beauty,3,3.49,North
ORD-02998,2026-06-16,ST-012,SKU-ST-004,Sticky Notes Set,Stationery,3,0.99,East
ORD-03657,2026-07-09,ST-015,SKU-EL-001,Wireless Earbuds,Electronics,4,18.49,South
ORD-03111,2026-06-20,ST-014,SKU-BE-005,Lip Balm Pack of 3,Beauty,1,1.49,West
ORD-02407,2026-05-25,ST-007,SKU-GR-001,Organic Almonds 500g,Grocery,3,6.49,North
ORD-00333,2026-03-12,ST-007,SKU-HM-004,Non-stick Pan 24cm,Home,5,9.99,West
ORD-02482,2026-05-28,ST-003,SKU-HM-001,Ceramic Mug Set,Home,2,5.99,Central
ORD-01793,2026-05-03,ST-022,SKU-HM-001,Ceramic Mug Set,Home,2,5.99,North
ORD-01509,2026-04-23,ST-014,SKU-AP-001,Cotton T-Shirt,Apparel,4,4.99,East
ORD-03927,2026-07-18,ST-022,SKU-BE-003,Shampoo 400ml,Beauty,1,3.49,East
ORD-05079,2026-08-27,ST-014,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,1,8.99,Central
ORD-02107,2026-05-14,ST-018,SKU-BE-001,Aloe Vera Gel 200ml,Beauty,1,2.49,Central
ORD-03746,2026-07-12,ST-007,SKU-TY-004,Board Game Family Pack,Toys,4,14.99,Central
ORD-04365,2026-08-03,ST-012,SKU-BE-003,Shampoo 400ml,Beauty,1,3.49,South
ORD-00191,2026-03-07,ST-005,SKU-TY-004,Board Game Family Pack,Toys,1,14.99,North
ORD-01109,2026-04-08,ST-009,SKU-BE-005,Lip Balm Pack of 3,Beauty,3,1.49,East
ORD-03954,2026-07-19,ST-010,SKU-BE-002,Sunscreen SPF 50,Beauty,2,5.49,East
ORD-01847,2026-05-05,ST-006,SKU-AP-005,Rain Jacket,Apparel,3,18.99,West
ORD-00676,2026-03-24,ST-010,SKU-HM-003,Cotton Bedsheet Set,Home,1,14.99,South
ORD-00929,2026-04-01,ST-009,SKU-ST-003,Desk Organizer,Stationery,1,5.99,West
ORD-00601,2026-03-21,ST-024,SKU-BE-004,Hand Cream 100ml,Beauty,3,1.99,West
ORD-04794,2026-08-17,ST-012,SKU-AP-002,Running Shoes,Apparel,-3,29.99,Central
ORD-04374,2026-08-03,ST-024,SKU-EL-005,Smartwatch Band,Electronics,2,7.99,East
ORD-01189,2026-04-11,ST-016,SKU-HM-003,Cotton Bedsheet Set,Home,2,14.99,South
ORD-00900,2026-03-31,ST-006,SKU-HM-001,Ceramic Mug Set,Home,3,5.99,East
ORD-02418,2026-05-25,ST-019,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,1,1.99,South
ORD-02646,2026-06-03,ST-007,SKU-BE-003,Shampoo 400ml,Beauty,4,3.49,East
ORD-01197,2026-04-11,ST-008,SKU-TY-001,Wooden Puzzle Set,Toys,1,7.99,South
ORD-04500,2026-08-07,ST-022,SKU-EL-005,Smartwatch Band,Electronics,3,7.99,South
ORD-04681,2026-08-14,ST-023,SKU-BE-005,Lip Balm Pack of 3,Beauty,1,1.49,Central
ORD-02954,2026-06-14,ST-017,SKU-TY-005,Remote Control Car,Toys,1,16.99,South
ORD-00045,2026-03-02,ST-005,SKU-AP-002,Running Shoes,Apparel,2,29.99,North
ORD-01621,2026-04-27,ST-006,SKU-HM-004,Non-stick Pan 24cm,Home,4,9.99,West
ORD-03587,2026-07-06,ST-009,SKU-EL-004,Power Bank 10000mAh,Electronics,5,12.99,Central
ORD-01870,2026-05-05,ST-015,SKU-AP-005,Rain Jacket,Apparel,1,18.99,Central
ORD-02411,2026-05-25,ST-011,SKU-BE-001,Aloe Vera Gel 200ml,Beauty,1,2.49,Central
ORD-01659,2026-04-28,ST-008,SKU-TY-002,Building Blocks 100pc,Toys,5,12.99,South
ORD-00446,2026-03-16,ST-023,SKU-EL-005,Smartwatch Band,Electronics,4,7.99,Central
ORD-03133,2026-06-20,ST-018,SKU-HM-002,LED Desk Lamp,Home,1,11.99,South
ORD-00130,2026-03-05,ST-002,SKU-AP-005,Rain Jacket,Apparel,1,18.99,East
ORD-00329,2026-03-12,ST-015,SKU-BE-004,Hand Cream 100ml,Beauty,1,1.99,East
ORD-02258,2026-05-20,ST-002,SKU-TY-002,Building Blocks 100pc,Toys,2,12.99,West
ORD-02344,2026-05-23,ST-011,SKU-AP-004,Wool Socks 3-pack,Apparel,4,3.49,West
ORD-03684,2026-07-10,ST-021,SKU-AP-001,Cotton T-Shirt,Apparel,2,4.99,South
ORD-02639,2026-06-03,ST-010,SKU-TY-002,Building Blocks 100pc,Toys,2,12.99,North
ORD-03252,2026-06-25,ST-011,SKU-BE-002,Sunscreen SPF 50,Beauty,2,5.49,East
ORD-02490,2026-05-28,ST-003,SKU-GR-001,Organic Almonds 500g,Grocery,4,6.49,South
ORD-00778,2026-03-28,ST-012,SKU-EL-003,Bluetooth Speaker,Electronics,1,24.99,North
ORD-01971,2026-05-09,ST-012,SKU-ST-001,Notebook A5 Ruled,Stationery,4,1.29,East
ORD-05036,2026-08-25,ST-008,SKU-BE-002,Sunscreen SPF 50,Beauty,2,5.49,West
ORD-01328,2026-04-16,ST-011,SKU-GR-003,Extra Virgin Olive Oil 1L,Grocery,1,8.99,Central
ORD-03283,2026-06-26,ST-013,SKU-HM-001,Ceramic Mug Set,Home,4,5.99,North
ORD-04550,2026-08-09,ST-019,SKU-HM-003,Cotton Bedsheet Set,Home,2,14.99,Central
ORD-03509,2026-07-04,ST-018,SKU-BE-003,Shampoo 400ml,Beauty,1,3.49,East
ORD-00443,2026-03-16,ST-019,SKU-EL-004,Power Bank 10000mAh,Electronics,2,12.99,West
ORD-01552,2026-04-24,ST-002,SKU-EL-001,Wireless Earbuds,Electronics,5,18.49,North
ORD-03485,2026-07-03,ST-006,SKU-HM-001,Ceramic Mug Set,Home,3,5.99,North
ORD-04732,2026-08-15,ST-024,SKU-ST-004,Sticky Notes Set,Stationery,2,0.99,South
ORD-04764,2026-08-16,ST-014,SKU-BE-002,Sunscreen SPF 50,Beauty,3,5.49,North
ORD-01801,2026-05-03,ST-005,SKU-TY-003,Plush Bear Medium,Toys,1,6.49,South
ORD-03922,2026-07-17,ST-024,SKU-TY-002,Building Blocks 100pc,Toys,1,12.99,East
ORD-02696,2026-06-05,ST-020,SKU-HM-004,Non-stick Pan 24cm,Home,1,9.99,Central
ORD-03394,2026-06-30,ST-016,SKU-ST-003,Desk Organizer,Stationery,4,5.99,South
ORD-02138,2026-05-15,ST-023,SKU-ST-001,Notebook A5 Ruled,Stationery,1,1.29,South
ORD-03502,2026-07-04,ST-019,SKU-TY-002,Building Blocks 100pc,Toys,5,12.99,West
ORD-01492,2026-04-22,ST-011,SKU-AP-003,Denim Jacket,Apparel,1,23.99,East
ORD-00927,2026-04-01,ST-010,SKU-ST-003,Desk Organizer,Stationery,2,5.99,Central
ORD-04408,2026-08-04,ST-011,SKU-AP-002,Running Shoes,Apparel,3,29.99,South
ORD-00361,2026-03-13,ST-006,SKU-TY-004,Board Game Family Pack,Toys,1,14.99,South
ORD-03273,2026-06-25,ST-021,SKU-GR-004,Whole Wheat Pasta 1kg,Grocery,5,1.99,East
ORD-05038,2026-08-25,ST-012,SKU-HM-002,LED Desk Lamp,Home,3,11.99,South
ORD-02135,2026-05-15,ST-015,SKU-HM-001,Ceramic Mug Set,Home,1,5.99,West
ORD-03865,2026-07-16,ST-016,SKU-BE-003,Shampoo 400ml,Beauty,2,3.49,South
ORD-00484,2026-03-17,ST-017,SKU-EL-004,Power Bank 10000mAh,Electronics,1,12.99,West
ORD-01374,2026-04-17,ST-020,SKU-EL-001,Wireless Earbuds,Electronics,1,18.49,West
ORD-02177,2026-05-17,ST-017,SKU-EL-003,Bluetooth Speaker,Electronics,2,24.99,South
ORD-00503,2026-03-18,ST-016,SKU-TY-002,Building Blocks 100pc,Toys,5,12.99,Central
ORD-01291,2026-04-14,ST-003,SKU-GR-001,Organic Almonds 500g,Grocery,3,6.49,Central
ORD-02095,2026-05-13,ST-018,SKU-BE-001,Aloe Vera Gel 200ml,Beauty,1,2.49,East
ORD-02045,2026-05-12,ST-015,SKU-AP-005,Rain Jacket,Apparel,3,18.99,Central
ORD-02573,2026-06-01,ST-020,SKU-ST-001,Notebook A5 Ruled,Stationery,2,1.29,West
ORD-01356,2026-04-17,ST-012,SKU-BE-003,Shampoo 400ml,Beauty,5,3.49,South
ORD-00026,2026-03-01,ST-014,SKU-GR-001,Organic Almonds 500g,Grocery,1,6.49,Central
ORD-00857,2026-03-30,ST-020,SKU-BE-002,Sunscreen SPF 50,Beauty,3,5.49,East
